,zpid_of_the_house,place name,category
32380,25676196,UCI Arboretum,park
32381,25676196,Bonita Creek Park,park
32382,25676196,San Joaquin Marsh Reserve,park
32384,25676196,Upper Newport Bay Nature Preserve,park
32385,25676196,Newport Beach,park
32386,25676196,University Research Center,park
32387,25688078,Sherman Library & Gardens,park
32389,25688078,Bristol Farms,grocery store
32390,25688078,Civic Center Park,park
32391,25688078,Buck Gully Reserve,park
32393,25688078,Crystal Cove State Marine Conservation Area,park
32395,25688078,Bayside Dr Park,park
32396,25688078,Begonia Park,park
32397,25688078,San Joaquin Hills Park & Lawn Bowling Center,park
32398,25688078,Jetty View Park,park
32399,25688078,Grant Howald Park,park
32400,25688078,Old School Park,park
32401,25688078,Harbor View Elementary School,school
32402,25688078,Mothers Market,grocery store
32403,25688078,Jasmine View Park,park
32404,25688078,Lookout Point,park
32405,25688078,Inspiration Point,park
32406,25688078,Olive Oil and Beyond,grocery store
32407,25688078,Balboa Peninsula,park
32408,25688078,Irvine Terrace,park
32410,25729183,Pavilions,grocery store
32411,25729183,Newport Elementary,school
32412,25729183,Peninsula Park,park
32413,25729183,Back Bay View Park,park
32414,25729183,Olive Oil and Beyond,grocery store
32415,25729183,Balboa Peninsula,park
32416,25729183,Balboa Island,park
32418,25729183,,park
32424,25769618,Corona del Mar High School,school
32425,25769618,Bonita Creek Park,park
32426,25769618,Bonita Canyon Sports Park West,park
32427,25769618,Bonita Canyon Sports Park,park
32428,25769618,Volleyball BBQ Park,park
32429,25769618,Bag toss Park,park
32430,25769618,Newport Beach,park
32431,25769618,,school
32436,25769618,University Research Center,park
32438,25769618,University of California,park
32441,2054394410,Corona del Mar High School,school
32442,2054394410,Bonita Creek Park,park
32443,2054394410,Bonita Canyon Sports Park West,park
32444,2054394410,Bonita Canyon Sports Park,park
32445,2054394410,Volleyball BBQ Park,park
32446,2054394410,Bag toss Park,park
32447,2054394410,Newport Beach,park
32448,2054394410,,school
32453,2054394410,University Research Center,park
32455,2054394410,University of California,park
32456,25675851,Corona del Mar High School,school
32457,25675851,Bonita Creek Park,park
32458,25675851,Bonita Canyon Sports Park West,park
32459,25675851,Bonita Canyon Sports Park,park
32460,25675851,Upper Newport Bay Nature Preserve,park
32461,25675851,Volleyball BBQ Park,park
32462,25675851,Bag toss Park,park
32463,25675851,Newport Beach,park
32464,25675851,,school
32469,25675851,University Research Center,park
32471,25675851,University of California,park
32472,2053282605,Corona del Mar High School,school
32473,2053282605,Bonita Creek Park,park
32474,2053282605,Bonita Canyon Sports Park West,park
32475,2053282605,Bonita Canyon Sports Park,park
32476,2053282605,Upper Newport Bay Nature Preserve,park
32477,2053282605,Volleyball BBQ Park,park
32478,2053282605,Bag toss Park,park
32479,2053282605,Newport Beach,park
32480,2053282605,,school
32485,2053282605,University Research Center,park
32487,2053282605,University of California,park
32488,25133290,West Newport Park,park
32489,25133290,Whittier Elementary School,school
32490,25133290,Randall Preserve,park
32492,25133290,Sunset Ridge Park,park
32493,25133290,Sunset View Park,park
32494,25133290,Least Tern Natural Preserve,park
32496,25133290,Talbert Regional Park,park
32497,25133290,Memorial Butterfly Garden,park
32499,25133290,Newport Shores Park,park
32500,25676076,Corona del Mar High School,school
32501,25676076,Bonita Creek Park,park
32502,25676076,San Joaquin Marsh Reserve,park
32504,25676076,Bonita Canyon Sports Park West,park
32505,25676076,Upper Newport Bay Nature Preserve,park
32506,25676076,Volleyball BBQ Park,park
32507,25676076,Bag toss Park,park
32508,25676076,Newport Beach,park
32509,25676076,,school
32515,25676076,University Research Center,park
32517,25676076,University of California,park
32520,25466000,Pavilions,grocery store
32521,25466000,West Newport Park,park
32522,25466000,Randall Preserve,park
32524,25466000,Sunset Ridge Park,park
32525,25466000,Sunset View Park,park
32526,25466000,38th Street Park,park
32527,25466000,Lido Park,park
32528,25466000,Marina Park,park
32529,25466000,Cliff Drive Park,park
32530,25466000,Memorial Butterfly Garden,park
32532,25466000,Veterans Memorial Park,park
32533,25466000,Channel Park,park
32534,25466000,Tree Of Life Park,park
32535,25466000,Newport Beach Park,park
32536,25466000,John Wayne Park,park
32537,25466000,Newport Heights,park
32538,25466000,Balboa Peninsula,park
32540,25466000,,park
32543,25494405,Pavilions,grocery store
32544,25494405,Vista Bonita Park,park
32545,25494405,Buffalo Hills Park,park
32546,25494405,Harbor View Nature Park,park
32547,25494405,San Miguel Park,park
32548,25494405,Spyglass Hill Park,park
32549,25494405,Bonita Canyon Sports Park West,park
32550,25494405,Bonita Canyon Sports Park,park
32551,25494405,Roy O Anderson Elementary School,school
32553,25494405,Agave Park,park
32554,25494405,Meadow Park,park
32555,25494405,Newport Beach,park
32557,25494405,Newport Coast,park
32558,25494405,,park
32560,25675815,Whole Foods Market,grocery store
32561,25675815,Corona del Mar High School,school
32562,25675815,Pavilions,grocery store
32563,25675815,Buffalo Hills Park,park
32564,25675815,Harbor View Nature Park,park
32565,25675815,San Miguel Park,park
32566,25675815,Bonita Canyon Sports Park West,park
32567,25675815,Bonita Canyon Sports Park,park
32568,25675815,Gelson's,grocery store
32569,25675815,Roy O Anderson Elementary School,school
32571,25675815,Newport Beach,park
32574,25675815,Fashion Island,park
32575,25675815,,park
32577,25736353,Pavilions,grocery store
32578,25736353,West Newport Park,park
32579,25736353,Whittier Elementary School,school
32580,25736353,Vons,grocery store
32581,25736353,Randall Preserve,park
32583,25736353,Sunset Ridge Park,park
32584,25736353,Sunset View Park,park
32585,25736353,38th Street Park,park
32586,25736353,Lido Park,park
32587,25736353,Trader Joe's,grocery store
32588,25736353,Heller Park,park
32589,25736353,Lions Park,park
32590,25736353,Cliff Drive Park,park
32591,25736353,Newport Heights Elementary School,school
32592,25736353,Bolsa Park,park
32593,25736353,Memorial Butterfly Garden,park
32595,25736353,Newport Shores Park,park
32596,25736353,Channel Park,park
32597,25736353,Tree Of Life Park,park
32598,25736353,John Wayne Park,park
32599,25479786,Corona del Mar High School,school
32600,25479786,Bonita Creek Park,park
32601,25479786,San Joaquin Marsh Reserve,park
32603,25479786,Upper Newport Bay Nature Preserve,park
32604,25479786,Volleyball BBQ Park,park
32605,25479786,Bag toss Park,park
32606,25479786,Newport Beach,park
32607,25479786,,school
32613,25479786,University Research Center,park
32615,25479786,University of California,park
32618,25676191,OCFC,school
32619,25676191,UCI Arboretum,park
32620,25676191,Bonita Creek Park,park
32621,25676191,San Joaquin Marsh Reserve,park
32623,25676191,Upper Newport Bay Nature Preserve,park
32624,25676191,Newport Beach,park
32625,25676191,University Research Center,park
32626,25676118,Corona del Mar High School,school
32627,25676118,Bonita Creek Park,park
32628,25676118,San Joaquin Marsh Reserve,park
32630,25676118,Bonita Canyon Sports Park West,park
32631,25676118,Upper Newport Bay Nature Preserve,park
32632,25676118,Volleyball BBQ Park,park
32633,25676118,Bag toss Park,park
32634,25676118,Newport Beach,park
32635,25676118,,school
32641,25676118,University Research Center,park
32643,25676118,University of California,park
32646,2104768914,Sherman Library & Gardens,park
32648,2104768914,Bristol Farms,grocery store
32649,2104768914,Whole Foods Market,grocery store
32650,2104768914,Civic Center Park,park
32651,2104768914,Buck Gully Reserve,park
32653,2104768914,San Joaquin Hills Park & Lawn Bowling Center,park
32654,2104768914,Buffalo Hills Park,park
32655,2104768914,Grant Howald Park,park
32656,2104768914,Harbor View Nature Park,park
32657,2104768914,Old School Park,park
32658,2104768914,San Miguel Park,park
32659,2104768914,Spyglass Hill Park,park
32660,2104768914,Abraham Lincoln Elementary School,school
32661,2104768914,Harbor View Elementary School,school
32662,2104768914,Bonita Canyon Sports Park West,park
32663,2104768914,Gelson's,grocery store
32664,2104768914,Jasmine View Park,park
32665,2104768914,Roy O Anderson Elementary School,school
32667,2104768914,Fashion Island,park
32668,2104768914,,park
32670,25704536,Sherman Library & Gardens,park
32672,25704536,Bristol Farms,grocery store
32673,25704536,Whole Foods Market,grocery store
32674,25704536,Civic Center Park,park
32675,25704536,Buck Gully Reserve,park
32677,25704536,San Joaquin Hills Park & Lawn Bowling Center,park
32678,25704536,Buffalo Hills Park,park
32679,25704536,Grant Howald Park,park
32680,25704536,Harbor View Nature Park,park
32681,25704536,Old School Park,park
32682,25704536,San Miguel Park,park
32683,25704536,Spyglass Hill Park,park
32684,25704536,Abraham Lincoln Elementary School,school
32685,25704536,Harbor View Elementary School,school
32686,25704536,Bonita Canyon Sports Park West,park
32687,25704536,Gelson's,grocery store
32688,25704536,Jasmine View Park,park
32689,25704536,Roy O Anderson Elementary School,school
32691,25704536,Fashion Island,park
32692,25704536,,park
32694,25675857,Corona del Mar High School,school
32695,25675857,Bonita Creek Park,park
32696,25675857,Bonita Canyon Sports Park West,park
32697,25675857,Bonita Canyon Sports Park,park
32698,25675857,Upper Newport Bay Nature Preserve,park
32699,25675857,Volleyball BBQ Park,park
32700,25675857,Bag toss Park,park
32701,25675857,Newport Beach,park
32702,25675857,,school
32708,25675857,University Research Center,park
32710,25675857,University of California,park
32711,25704540,Sherman Library & Gardens,park
32713,25704540,Bristol Farms,grocery store
32714,25704540,Whole Foods Market,grocery store
32715,25704540,Civic Center Park,park
32716,25704540,Buck Gully Reserve,park
32718,25704540,San Joaquin Hills Park & Lawn Bowling Center,park
32719,25704540,Buffalo Hills Park,park
32720,25704540,Grant Howald Park,park
32721,25704540,Harbor View Nature Park,park
32722,25704540,Old School Park,park
32723,25704540,San Miguel Park,park
32724,25704540,Spyglass Hill Park,park
32725,25704540,Abraham Lincoln Elementary School,school
32726,25704540,Harbor View Elementary School,school
32727,25704540,Bonita Canyon Sports Park West,park
32728,25704540,Gelson's,grocery store
32729,25704540,Jasmine View Park,park
32730,25704540,Roy O Anderson Elementary School,school
32732,25704540,Irvine Terrace,park
32733,25704540,Fashion Island,park
32734,25496893,Sherman Library & Gardens,park
32736,25496893,Bristol Farms,grocery store
32737,25496893,Civic Center Park,park
32738,25496893,Buck Gully Reserve,park
32740,25496893,Crystal Cove State Marine Conservation Area,park
32742,25496893,Bayside Dr Park,park
32743,25496893,Begonia Park,park
32744,25496893,San Joaquin Hills Park & Lawn Bowling Center,park
32745,25496893,Jetty View Park,park
32746,25496893,Grant Howald Park,park
32747,25496893,Harbor View Nature Park,park
32748,25496893,Old School Park,park
32749,25496893,Abraham Lincoln Elementary School,school
32750,25496893,Harbor View Elementary School,school
32751,25496893,Mothers Market,grocery store
32752,25496893,Gelson's,grocery store
32753,25496893,Jasmine View Park,park
32754,25496893,Lookout Point,park
32755,25496893,Inspiration Point,park
32756,25496893,Irvine Terrace,park
32757,25769570,Corona del Mar High School,school
32758,25769570,Buffalo Hills Park,park
32759,25769570,Harbor View Nature Park,park
32760,25769570,Bonita Canyon Sports Park West,park
32761,25769570,Bonita Canyon Sports Park,park
32762,25769570,Roy O Anderson Elementary School,school
32764,25769570,Newport Beach,park
32769,25769570,University of California,park
32770,25498872,Buck Gully Reserve,park
32772,25498872,Pavilions,grocery store
32773,25498872,Buffalo Hills Park,park
32774,25498872,Harbor View Nature Park,park
32775,25498872,San Miguel Park,park
32776,25498872,Spyglass Hill Park,park
32777,25498872,Abraham Lincoln Elementary School,school
32778,25498872,Bonita Canyon Sports Park,park
32779,25498872,Gelson's,grocery store
32780,25498872,Roy O Anderson Elementary School,school
32782,25498872,Newport Coast,park
32786,25666808,Pavilions,grocery store
32787,25666808,Ensign Intermediate School,school
32788,25666808,West Newport Park,park
32789,25666808,Randall Preserve,park
32791,25666808,Sunset Ridge Park,park
32792,25666808,Sunset View Park,park
32793,25666808,38th Street Park,park
32794,25666808,Lido Park,park
32795,25666808,Heller Park,park
32796,25666808,Cliff Drive Park,park
32797,25666808,Newport Heights Elementary School,school
32798,25666808,Bolsa Park,park
32799,25666808,Memorial Butterfly Garden,park
32801,25666808,Newport Shores Park,park
32802,25666808,Channel Park,park
32803,25666808,Tree Of Life Park,park
32804,25666808,John Wayne Park,park
32805,25666808,,park
32807,25666808,Newport Heights,park
32808,25666808,Balboa Peninsula,park
32809,25137905,Pavilions,grocery store
32810,25137905,Begonia Park,park
32811,25137905,Peninsula Park,park
32812,25137905,Back Bay View Park,park
32813,25137905,Olive Oil and Beyond,grocery store
32814,25137905,Balboa Peninsula,park
32815,25137905,Balboa Island,park
32816,25137905,Irvine Terrace,park
32819,25722725,Laguna Coast Wilderness Park,park
32821,25722725,Newport Coast® Shopping Center,grocery store
32822,25722725,Buck Gully Reserve,park
32824,25722725,Newport Coast,park
32827,25722725,,school
32828,25494649,Pavilions,grocery store
32829,25494649,Buffalo Hills Park,park
32830,25494649,Harbor View Nature Park,park
32831,25494649,San Miguel Park,park
32832,25494649,Bonita Canyon Sports Park West,park
32833,25494649,Bonita Canyon Sports Park,park
32834,25494649,Roy O Anderson Elementary School,school
32836,25494649,Newport Beach,park
32839,25494649,Newport Coast,park
32840,25494649,,park
32842,25499286,Newport Coast® Shopping Center,grocery store
32843,25499286,Sage Hill School,school
32844,25499286,Buck Gully Reserve,park
32846,25499286,San Miguel Park,park
32847,25499286,Spyglass Hill Park,park
32848,25499286,Newport Coast,park
32851,25499286,,school
32852,25717551,Laguna Coast Wilderness Park,park
32854,25717551,Bommer Canyon Open Space Preserve,park
32856,25717551,Newport Coast® Shopping Center,grocery store
32857,25717551,Buck Gully Reserve,park
32859,25717551,Newport Coast,park
32861,25717551,,school
32862,25769815,Bristol Farms,grocery store
